id,safra,y,VAR_6,VAR_20,VAR_19,VAR_25,VAR_44,VAR_12,VAR_9,VAR_69,VAR_77,VAR_57,VAR_33,VAR_59,VAR_53
278,201406,0,732.0,10,0.0,0.0,1.0,,832.87,29.98,0.0,31,0.0,383.86,832.87
279,201411,1,597.0,5,0.0,0.0,0.0,,600.0,,,26,0.0,39.6,
280,201401,1,1107.0,12,0.0,0.0,11.0,284.0,1300.0,506.43,139.52,59,0.0,283.78,4860.0
281,201405,0,367.0,12,0.0,0.0,0.0,,831.1,,,23,0.0,,831.1
282,201404,0,497.0,12,0.0,0.0,0.0,,1800.0,,,42,0.0,,2800.0
283,201405,0,2315.0,12,18.0,9.0,11.0,369.0,1040.0,307.06,0.0,45,8.0,254.87,1040.0
284,201403,0,1081.0,12,0.0,0.0,11.0,250.0,730.0,1048.29,0.0,45,0.0,536.2,4061.16
285,201402,0,3844.0,10,68.0,9.0,11.0,642.0,2387.92,387.12,0.0,31,9.0,366.54,4775.84
286,201409,1,778.0,12,0.0,0.0,2.0,,1000.0,512.27,158.37,45,0.0,307.65,
287,201407,0,2133.0,12,12.0,5.0,11.0,137.0,2000.0,434.6,108.7,61,10.0,244.31,4000.0
288,201405,1,436.0,12,0.0,0.0,0.0,,500.0,,,58,0.0,,700.0
289,201402,0,500.0,12,0.0,0.0,0.0,,600.0,,,45,0.0,,1200.0
290,201405,0,729.0,12,0.0,0.0,0.0,,600.0,149.37,0.0,23,0.0,522.65,600.0
291,201402,0,2222.0,12,24.0,12.0,11.0,393.0,500.0,1376.21,134.57,71,1.0,846.85,1000.0
292,201402,0,1032.0,12,0.0,0.0,10.0,,1979.69,1255.79,157.93,40,0.0,736.71,3959.38
293,201402,0,194.0,6,0.0,0.0,0.0,,500.0,,,28,0.0,,1000.0
294,201407,0,1388.0,8,0.0,9.0,5.0,429.0,1000.0,127.78,0.0,33,0.0,,1500.0
295,201406,1,3105.0,5,18.0,1.0,0.0,,370.0,,,31,14.0,,370.0
296,201406,1,396.0,12,0.0,0.0,0.0,,2600.0,,,63,0.0,,3490.0
297,201407,1,1395.0,12,0.0,9.0,11.0,980.0,2000.0,752.85,0.0,43,0.0,440.61,2000.0
298,201403,1,539.0,12,0.0,0.0,0.0,,800.0,,,74,0.0,,800.0
299,201405,0,4623.0,12,104.0,11.0,12.0,1324.0,1500.0,1123.94,18.04,68,1.0,640.19,5500.0
300,201412,0,274.0,12,0.0,0.0,0.0,,800.0,,,31,0.0,,
301,201405,0,412.0,12,0.0,0.0,0.0,,953.54,,,50,0.0,,1615.82
302,201410,1,455.0,12,0.0,0.0,0.0,,1251.42,,,31,0.0,,
303,201406,0,2814.0,12,39.0,11.0,7.0,152.0,2000.0,,,65,6.0,,10994.39
304,201408,0,901.0,12,0.0,0.0,7.0,,2393.16,178.99,54.93,40,0.0,70.82,3393.16
305,201412,0,484.0,5,0.0,0.0,0.0,,350.0,,,25,0.0,,
306,201412,1,239.0,12,0.0,0.0,0.0,,892.36,,,18,0.0,,
307,201407,0,482.0,6,0.0,0.0,0.0,,1000.0,,,67,0.0,,1000.0
308,201401,1,522.0,12,0.0,0.0,0.0,,500.0,,,55,0.0,,1450.0
309,201401,0,1340.0,10,0.0,7.0,8.0,319.0,1000.0,443.19,0.0,27,0.0,267.2,2000.0
310,201409,0,1855.0,8,9.0,7.0,8.0,,600.0,436.48,152.15,76,4.0,152.0,750.0
311,201404,0,333.0,6,0.0,0.0,0.0,,500.0,,,50,0.0,,500.0
312,201407,1,218.0,12,0.0,0.0,0.0,,2000.0,,,28,0.0,,2000.0
313,201407,0,1276.0,6,0.0,2.0,12.0,318.0,500.0,752.71,163.92,59,0.0,286.78,500.0
314,201407,0,675.0,6,0.0,0.0,0.0,,500.0,,,55,0.0,97.13,2500.0
315,201406,0,1988.0,12,15.0,10.0,12.0,395.0,1500.0,568.8,0.0,47,3.0,307.57,1500.0
316,201402,0,3244.0,12,37.0,9.0,8.0,117.0,1500.0,855.78,0.0,68,17.0,94.71,3000.0
317,201411,0,1147.0,10,0.0,1.0,11.0,828.0,1200.0,147.54,0.0,45,0.0,602.02,1313.0
318,201410,0,2025.0,12,5.0,0.0,0.0,,1000.0,,,49,1.0,126.65,1600.0
319,201405,0,518.0,12,0.0,0.0,0.0,,400.0,,,40,0.0,,400.0
320,201411,0,268.0,6,0.0,0.0,0.0,,1000.0,,,45,0.0,,
321,201403,0,231.0,5,0.0,0.0,0.0,,500.0,,,32,0.0,,500.0
322,201406,0,2460.0,12,8.0,11.0,10.0,72.0,3000.0,524.78,0.0,71,2.0,92.37,6000.0
323,201412,0,1165.0,12,0.0,2.0,10.0,489.0,2000.0,844.0,156.23,60,0.0,481.45,3050.0
324,201410,0,1078.0,12,0.0,0.0,7.0,,2209.0,465.82,0.0,44,0.0,,2000.0
325,201408,0,3085.0,5,32.0,3.0,5.0,59.0,350.0,386.35,86.45,33,10.0,468.77,350.0
326,201401,0,775.0,12,0.0,0.0,4.0,,1000.0,157.2,51.05,54,0.0,229.8,2000.0
327,201404,1,2436.0,12,13.0,10.0,11.0,674.0,2000.0,1250.64,0.0,34,4.0,515.4,2000.0
328,201405,1,1484.0,12,1.0,9.0,10.0,44.0,600.0,413.43,61.59,30,1.0,242.0,600.0
329,201409,0,1441.0,5,0.0,6.0,11.0,337.0,350.0,366.61,73.7,28,0.0,165.37,700.0
330,201409,0,705.0,5,0.0,0.0,0.0,,500.0,,,22,0.0,376.81,
331,201404,1,479.0,8,0.0,0.0,0.0,,622.12,,,22,0.0,,622.12
332,201403,1,835.0,4,0.0,0.0,4.0,,500.0,629.3,0.0,26,0.0,453.34,500.0
333,201405,1,3246.0,12,51.0,6.0,12.0,175.0,1000.0,530.8,0.0,33,6.0,41.94,1600.0
334,201402,1,308.0,12,0.0,0.0,0.0,,1744.24,,,31,0.0,,3488.48
335,201411,1,502.0,12,0.0,0.0,0.0,,400.0,,,30,0.0,,
336,201405,1,622.0,12,0.0,0.0,0.0,,600.0,,,32,0.0,33.27,1200.0
337,201412,1,852.0,12,0.0,0.0,4.0,,1500.0,420.5,77.4,44,0.0,464.92,
338,201411,0,1736.0,6,8.0,12.0,10.0,302.0,884.0,382.69,119.34,53,1.0,327.23,
339,201409,0,753.0,3,0.0,0.0,1.0,,300.0,228.51,0.0,52,0.0,258.37,
340,201409,1,522.0,10,0.0,0.0,0.0,,1600.0,,,66,0.0,,500.0
341,201407,1,3764.0,12,44.0,5.0,12.0,289.0,1500.0,756.18,0.0,66,28.0,764.89,1500.0
342,201401,0,3916.0,12,52.0,9.0,3.0,257.0,770.0,29.98,0.0,65,16.0,,1540.0
343,201405,1,296.0,8,0.0,0.0,0.0,,200.0,,,33,0.0,,200.0
344,201404,0,773.0,8,0.0,0.0,2.0,,500.0,146.94,0.0,27,0.0,189.06,500.0
345,201401,0,944.0,12,0.0,0.0,7.0,,2100.0,859.5,174.26,45,0.0,349.25,4200.0
346,201404,0,1928.0,3,11.0,4.0,10.0,90.0,200.0,209.95,0.0,26,3.0,,200.0
347,201404,1,435.0,12,0.0,0.0,0.0,,240.0,,,29,0.0,,240.0
348,201403,0,3554.0,12,13.0,0.0,4.0,,1900.0,303.98,0.0,43,7.0,488.68,1900.0
349,201409,0,2500.0,12,31.0,12.0,12.0,1148.0,3000.0,1709.18,0.0,50,2.0,725.71,11496.02
350,201410,0,763.0,12,0.0,0.0,1.0,,1000.0,1077.89,317.06,56,0.0,1085.07,1200.0
351,201412,0,231.0,12,0.0,0.0,0.0,,1500.0,,,62,0.0,,
352,201406,0,976.0,12,0.0,1.0,12.0,,988.78,469.07,169.07,55,0.0,152.25,3788.78
353,201406,1,382.0,12,0.0,0.0,0.0,,1874.78,,,52,0.0,,3567.36
354,201406,0,672.0,12,0.0,0.0,0.0,,2015.06,,,30,0.0,217.62,2015.06
355,201410,0,317.0,12,0.0,0.0,0.0,,1500.0,,,46,0.0,,
356,201412,1,878.0,12,0.0,0.0,4.0,,1931.06,517.78,0.0,34,0.0,582.37,
357,201409,0,337.0,6,0.0,0.0,0.0,,1000.0,,,44,0.0,,
358,201409,1,884.0,12,0.0,0.0,3.0,,1500.0,89.08,0.0,38,0.0,,7843.2
359,201404,0,1256.0,12,0.0,4.0,12.0,282.0,1000.0,796.98,122.26,45,0.0,411.06,2100.0
360,201412,0,388.0,6,0.0,0.0,0.0,,750.0,,,45,0.0,,451.21
361,201406,0,1316.0,10,0.0,6.0,12.0,982.0,2000.0,1112.77,0.0,49,0.0,675.81,2000.0
362,201407,0,561.0,12,0.0,0.0,0.0,,1000.0,,,47,0.0,,1000.0
363,201412,1,422.0,12,0.0,0.0,0.0,,1000.0,,,27,0.0,,400.0
364,201411,1,2665.0,12,31.0,8.0,6.0,272.0,2700.0,219.9,0.0,55,5.0,87.45,5000.0
365,201406,0,1065.0,12,0.0,0.0,6.0,273.0,1000.0,,,36,0.0,0.0,2000.0
366,201402,0,3544.0,5,48.0,8.0,11.0,906.0,300.0,933.58,121.38,54,20.0,374.57,600.0
367,201409,0,325.0,12,0.0,0.0,0.0,,600.0,,,28,0.0,,501.38
368,201401,0,841.0,6,0.0,0.0,3.0,,500.0,426.61,0.0,33,0.0,232.57,1000.0
369,201405,0,2811.0,12,3.0,0.0,0.0,,1000.0,,,29,2.0,,1600.0
370,201409,0,391.0,3,0.0,0.0,0.0,,300.0,,,67,0.0,,
371,201406,0,1684.0,12,7.0,11.0,12.0,785.0,1155.03,376.05,68.11,44,1.0,255.12,1155.03
372,201405,0,272.0,3,0.0,0.0,0.0,,750.0,,,59,0.0,,750.0
373,201406,1,267.0,12,0.0,0.0,0.0,,1000.0,,,38,0.0,,1000.0
374,201410,0,455.0,12,0.0,0.0,0.0,,1000.0,,,29,0.0,,500.0
375,201408,0,1105.0,12,0.0,0.0,11.0,75.0,900.0,325.27,29.24,53,0.0,49.87,2100.0
376,201409,0,151.0,12,0.0,0.0,0.0,,3000.0,,,67,0.0,,3640.69
377,201412,0,969.0,4,0.0,0.0,7.0,,200.0,793.43,77.29,30,0.0,258.34,
378,201402,0,2776.0,12,32.0,0.0,0.0,,1100.0,,,60,2.0,,3400.0
379,201404,0,452.0,12,0.0,0.0,0.0,,1791.3,,,30,0.0,,4434.54
380,201402,1,1174.0,12,0.0,2.0,12.0,291.0,1420.0,553.73,69.85,53,0.0,377.41,2840.0
381,201411,1,1854.0,12,6.0,0.0,0.0,,1898.48,,,36,2.0,,3998.76
382,201412,1,3824.0,6,32.0,3.0,11.0,254.0,500.0,967.17,0.0,31,30.0,882.26,
383,201401,0,326.0,5,0.0,0.0,0.0,,800.0,,,51,0.0,,1600.0
384,201412,0,950.0,12,0.0,0.0,7.0,,1829.74,1230.1,380.46,45,0.0,1190.0,3200.0
385,201406,0,4633.0,6,6.0,3.0,0.0,,400.0,,,45,24.0,,400.0
386,201408,1,398.0,12,0.0,0.0,0.0,,1300.0,,,29,0.0,,
387,201404,0,2658.0,12,35.0,0.0,5.0,,1000.0,325.82,93.3,68,3.0,485.79,1500.0
388,201404,0,1071.0,5,0.0,0.0,11.0,,970.0,289.28,9.35,40,0.0,231.57,970.0
389,201404,1,346.0,12,0.0,0.0,0.0,,1500.0,,,36,0.0,,2740.33
390,201409,0,243.0,12,0.0,0.0,0.0,,800.0,,,52,0.0,,
391,201404,1,680.0,12,0.0,0.0,0.0,,1000.0,,,31,0.0,116.8,1850.0
392,201406,0,316.0,10,0.0,0.0,0.0,,700.0,,,33,0.0,,1684.68
393,201405,1,535.0,12,0.0,0.0,0.0,,1200.0,,,44,0.0,,1200.0
394,201401,1,1132.0,12,0.0,2.0,7.0,35.0,2500.0,225.92,81.98,31,0.0,219.34,8273.92
395,201403,0,252.0,12,0.0,0.0,0.0,,600.0,,,35,0.0,,600.0
396,201403,0,378.0,10,0.0,0.0,0.0,,450.0,,,59,0.0,,450.0
397,201401,0,1944.0,12,2.0,4.0,0.0,,1200.0,,,55,2.0,359.73,2400.0
398,201409,0,3256.0,12,29.0,11.0,12.0,507.0,1600.0,198.4,64.47,57,19.0,209.13,800.0
399,201401,1,613.0,12,0.0,0.0,0.0,,1000.0,,,65,0.0,0.0,2000.0
400,201410,0,577.0,12,0.0,0.0,0.0,,1500.0,,,46,0.0,12.7,1658.14
401,201410,1,713.0,12,0.0,0.0,1.0,,900.0,335.28,109.45,32,0.0,280.97,
402,201403,1,902.0,12,0.0,0.0,5.0,,853.85,295.86,74.95,29,0.0,390.78,853.85
403,201405,1,221.0,12,0.0,0.0,0.0,,500.0,,,45,0.0,,500.0
404,201405,1,252.0,12,0.0,0.0,0.0,,2881.8,,,56,0.0,,
405,201401,0,464.0,12,0.0,0.0,0.0,,500.0,,,27,0.0,,1000.0
406,201404,0,200.0,12,0.0,0.0,0.0,,500.0,,,30,0.0,,500.0
407,201403,0,298.0,12,0.0,0.0,0.0,,800.0,,,23,0.0,,800.0
408,201401,0,418.0,12,0.0,0.0,0.0,,1867.25,,,50,0.0,,3734.5
409,201403,1,460.0,12,0.0,0.0,0.0,,2164.82,,,32,0.0,,2990.25
410,201403,0,4808.0,6,57.0,8.0,12.0,530.0,300.0,285.98,43.54,54,11.0,148.27,300.0
411,201408,1,475.0,5,0.0,0.0,0.0,,700.0,,,28,0.0,,900.0
412,201404,0,2903.0,3,33.0,11.0,12.0,855.0,400.0,466.87,0.0,56,6.0,133.34,400.0
413,201405,0,358.0,4,0.0,0.0,0.0,,170.0,,,53,0.0,,170.0
414,201410,0,3340.0,12,45.0,10.0,12.0,1067.0,1000.0,1031.77,187.21,41,8.0,561.9,2208.82
415,201402,1,854.0,12,0.0,0.0,4.0,,1000.0,89.99,0.0,40,0.0,6.12,2400.0
416,201403,1,2674.0,6,6.0,0.0,0.0,,500.0,,,54,3.0,,500.0
417,201407,0,793.0,4,0.0,0.0,3.0,,320.0,176.74,0.0,35,0.0,146.77,320.0
418,201406,0,2236.0,3,15.0,2.0,10.0,,250.0,255.77,37.88,53,6.0,209.71,500.74
419,201410,0,4565.0,12,67.0,8.0,12.0,1539.0,2140.0,1310.66,191.96,53,22.0,883.58,4640.0
420,201409,0,560.0,12,0.0,0.0,0.0,,1000.0,,,66,0.0,0.0,500.0
421,201407,0,3486.0,10,58.0,6.0,9.0,362.0,1500.0,269.94,0.0,53,9.0,603.24,1500.0
422,201404,1,498.0,12,0.0,0.0,0.0,,600.0,,,40,0.0,,600.0
423,201410,0,828.0,12,0.0,0.0,3.0,,1000.0,587.34,53.79,25,0.0,434.74,
424,201404,0,3890.0,12,19.0,8.0,12.0,826.0,1000.0,,,69,4.0,306.9,2000.0
425,201410,0,207.0,4,0.0,0.0,0.0,,300.0,,,30,0.0,,
426,201404,1,610.0,12,0.0,0.0,0.0,,1176.88,,,23,0.0,24.01,1176.88
427,201412,0,1309.0,4,0.0,5.0,8.0,299.0,600.0,78.96,0.0,45,0.0,35.89,5000.0
428,201402,0,615.0,12,0.0,0.0,0.0,,800.0,,,34,0.0,54.83,1931.77
429,201409,0,949.0,6,0.0,0.0,9.0,,600.0,1081.74,171.49,56,0.0,122.86,
430,201407,1,549.0,12,0.0,0.0,0.0,,1000.0,,,31,0.0,,1000.0
431,201401,1,555.0,10,0.0,0.0,0.0,,1083.85,,,41,0.0,,2167.7
432,201407,1,826.0,12,0.0,0.0,3.0,,1000.0,501.7,81.79,30,0.0,273.32,1000.0
433,201410,1,837.0,12,0.0,0.0,4.0,,2150.0,903.66,238.15,61,0.0,848.86,
434,201407,0,785.0,8,0.0,0.0,2.0,,500.0,171.95,0.0,27,0.0,141.11,879.85
435,201401,0,537.0,12,0.0,0.0,0.0,,800.0,,,42,0.0,,3352.63
436,201409,0,532.0,12,0.0,0.0,0.0,,2000.0,,,44,0.0,,1378.77
437,201403,0,216.0,12,0.0,0.0,0.0,,447.24,,,24,0.0,,447.24
438,201404,0,1382.0,12,0.0,7.0,2.0,441.0,911.15,,,45,0.0,,911.15
439,201403,0,630.0,8,0.0,0.0,0.0,,1000.0,,,32,0.0,138.27,1000.0
440,201401,0,606.0,12,0.0,0.0,0.0,,952.91,,,39,0.0,0.0,1905.82
441,201402,0,800.0,12,0.0,0.0,2.0,,1200.0,211.43,0.0,26,0.0,240.48,1422.57
442,201409,1,199.0,10,0.0,0.0,0.0,,600.0,,,49,0.0,,
443,201408,0,1342.0,12,0.0,7.0,10.0,374.0,954.11,320.86,28.91,38,0.0,292.86,954.11
444,201406,1,4156.0,12,65.0,9.0,10.0,916.0,3000.0,1087.44,267.68,54,16.0,443.29,14500.0
445,201411,0,260.0,12,0.0,0.0,0.0,,600.0,,,33,0.0,,
446,201406,0,2513.0,6,21.0,0.0,3.0,,500.0,334.0,46.21,37,2.0,229.75,500.0
447,201401,1,548.0,12,0.0,0.0,0.0,,1040.0,,,39,0.0,,2080.0
448,201401,0,246.0,12,0.0,0.0,0.0,,1000.0,,,46,0.0,,2000.0
449,201407,0,4869.0,12,63.0,8.0,12.0,1754.0,2761.23,1955.34,0.0,56,33.0,1787.03,2761.23
450,201411,0,853.0,3,0.0,0.0,4.0,,200.0,377.89,0.0,31,0.0,704.42,3000.0
451,201410,1,276.0,12,0.0,0.0,0.0,,952.49,,,55,0.0,,
452,201407,0,486.0,12,0.0,0.0,0.0,,800.0,,,23,0.0,,800.0
453,201401,0,561.0,12,0.0,0.0,0.0,,1000.0,,,52,0.0,,2000.0
454,201412,0,807.0,12,0.0,0.0,2.0,,1000.0,550.87,0.0,31,0.0,856.22,
455,201401,1,406.0,12,0.0,0.0,0.0,,500.0,,,32,0.0,,1000.0
456,201405,0,259.0,12,0.0,0.0,0.0,,955.35,,,52,0.0,,955.35
457,201401,0,459.0,12,0.0,0.0,0.0,,950.0,,,20,0.0,,1900.0
458,201408,1,2292.0,5,5.0,1.0,12.0,39.0,1000.0,1191.57,280.91,53,3.0,0.0,1000.0
459,201410,0,1350.0,12,0.0,7.0,12.0,630.0,1933.84,510.56,55.92,39,0.0,526.05,
460,201412,0,1567.0,12,2.0,7.0,5.0,221.0,2000.0,257.46,0.0,47,2.0,356.38,1400.0
461,201407,0,338.0,12,0.0,0.0,0.0,,1000.0,,,37,0.0,,1000.0
462,201404,1,335.0,12,0.0,0.0,0.0,,1343.65,,,56,0.0,,1343.65
463,201404,0,926.0,3,0.0,0.0,5.0,,350.0,197.97,0.0,61,0.0,433.63,350.0
464,201408,0,351.0,5,0.0,0.0,0.0,,300.0,,,32,0.0,,300.0
465,201407,1,769.0,6,0.0,0.0,2.0,,1024.78,160.72,58.14,48,0.0,209.42,1024.78
466,201404,0,491.0,12,0.0,0.0,0.0,,420.0,,,33,0.0,,420.0
467,201405,1,232.0,12,0.0,0.0,0.0,,812.5,,,42,0.0,,812.5
468,201411,1,1471.0,12,0.0,5.0,5.0,391.0,2000.0,,,32,1.0,126.9,1733.15
469,201412,1,721.0,12,0.0,0.0,0.0,,1693.6,79.99,0.0,60,0.0,421.99,
470,201401,1,792.0,12,0.0,0.0,2.0,,2000.0,273.0,0.0,34,0.0,386.3,9293.59
471,201410,1,329.0,12,0.0,0.0,0.0,,1000.0,,,48,0.0,,
472,201408,0,593.0,8,0.0,0.0,0.0,,500.0,,,57,0.0,0.0,
473,201410,0,4835.0,6,40.0,0.0,10.0,,1000.0,87.97,0.0,75,10.0,62.66,7000.0
474,201412,0,1250.0,12,0.0,4.0,10.0,555.0,600.0,189.95,0.0,37,0.0,387.54,754.62
475,201401,0,675.0,12,0.0,0.0,0.0,,1700.0,,,34,0.0,53.77,3400.0
476,201405,0,597.0,8,0.0,0.0,0.0,,1400.0,,,29,0.0,29.22,2400.0
477,201409,1,2890.0,12,30.0,0.0,0.0,,2509.35,,,78,3.0,,2000.0
478,201412,1,629.0,12,0.0,0.0,0.0,,1400.0,,,24,0.0,79.87,
479,201403,1,703.0,5,0.0,0.0,0.0,,600.0,,,42,0.0,44.88,1200.0
480,201409,0,495.0,12,0.0,0.0,0.0,,600.0,,,28,0.0,,
481,201403,0,4938.0,12,86.0,5.0,8.0,356.0,652.38,137.95,0.0,47,20.0,32.0,1304.76
482,201405,0,4683.0,12,14.0,0.0,0.0,,2000.0,,,64,8.0,35.96,6248.66
483,201409,0,297.0,6,0.0,0.0,0.0,,250.0,,,30,0.0,,
484,201401,1,405.0,12,0.0,0.0,0.0,,610.0,,,33,0.0,,1220.0
485,201404,0,288.0,4,0.0,0.0,0.0,,466.0,,,31,0.0,,466.0
486,201410,1,246.0,12,0.0,0.0,0.0,,1424.85,,,45,0.0,,
487,201403,1,384.0,10,0.0,0.0,0.0,,500.0,,,29,0.0,,500.0
488,201406,0,188.0,12,0.0,0.0,0.0,,500.0,,,55,0.0,,500.0
489,201409,1,385.0,12,0.0,0.0,0.0,,1200.0,,,43,0.0,,
490,201404,0,601.0,8,0.0,0.0,0.0,,800.0,,,54,0.0,65.38,800.0
491,201405,0,1606.0,12,5.0,11.0,12.0,270.0,1000.0,330.6,98.65,45,3.0,359.16,1000.0
492,201405,0,547.0,3,0.0,0.0,0.0,,200.0,,,27,0.0,,200.0
493,201410,1,716.0,12,0.0,0.0,0.0,,1637.88,,,30,0.0,310.19,
494,201402,0,478.0,12,0.0,0.0,0.0,,1000.0,,,66,0.0,,2000.0
495,201401,1,610.0,12,0.0,0.0,0.0,,1000.0,,,27,0.0,52.6,2000.0
496,201402,0,823.0,12,0.0,0.0,4.0,,3000.0,85.56,8.57,41,0.0,339.39,7000.0
497,201410,0,350.0,12,0.0,0.0,0.0,,1000.0,,,27,0.0,,
498,201408,0,2543.0,12,19.0,9.0,12.0,596.0,850.0,551.39,112.54,39,3.0,58.87,800.0
499,201405,1,748.0,6,0.0,0.0,0.0,,600.0,209.8,31.87,54,0.0,268.28,1550.0
500,201407,0,3804.0,8,31.0,5.0,4.0,55.0,1000.0,69.99,0.0,32,28.0,101.67,1000.0
501,201410,0,244.0,10,0.0,0.0,0.0,,500.0,,,31,0.0,,
502,201407,1,778.0,10,0.0,0.0,2.0,,700.0,206.47,0.0,47,0.0,193.24,700.0
503,201408,0,251.0,12,0.0,0.0,0.0,,979.96,,,44,0.0,,979.96
504,201407,1,1345.0,6,0.0,3.0,12.0,594.0,930.0,721.87,28.67,43,0.0,365.55,930.0
505,201406,0,3950.0,12,34.0,6.0,12.0,201.0,1000.0,492.81,0.0,42,31.0,282.23,2000.0
506,201401,1,889.0,10,0.0,0.0,5.0,,500.0,171.91,0.0,30,0.0,117.93,2600.0
507,201410,1,265.0,12,0.0,0.0,0.0,,2098.04,,,46,0.0,,
508,201408,0,607.0,12,0.0,0.0,0.0,,1000.0,,,64,0.0,0.0,2000.0
509,201403,0,435.0,12,0.0,0.0,2.0,,1300.0,,,48,0.0,,1932.1
510,201403,1,488.0,12,0.0,0.0,0.0,,300.0,,,45,0.0,,300.0
511,201403,0,390.0,12,0.0,0.0,0.0,,818.25,,,37,0.0,,818.25
512,201401,0,4810.0,12,37.0,10.0,12.0,1240.0,2000.0,1357.49,0.0,59,14.0,1137.46,6500.0
513,201408,0,2669.0,10,20.0,0.0,1.0,,1000.0,,,44,17.0,,2500.0
514,201411,0,200.0,12,0.0,0.0,0.0,,1000.0,,,53,0.0,,484.93
515,201403,1,1049.0,12,0.0,0.0,10.0,,998.0,742.06,112.57,30,0.0,446.19,1848.0
516,201406,0,340.0,12,0.0,0.0,0.0,,1498.2,,,30,0.0,,1498.2
517,201402,0,3008.0,12,3.0,0.0,0.0,,1000.0,,,30,6.0,,2000.0
518,201407,0,537.0,6,0.0,0.0,0.0,,606.83,,,30,0.0,,606.83
519,201407,0,575.0,12,0.0,0.0,0.0,,1000.0,,,24,0.0,,1000.0
520,201409,1,2396.0,6,21.0,10.0,12.0,329.0,1000.0,836.83,29.12,31,6.0,419.0,
521,201407,1,147.0,12,0.0,0.0,0.0,,818.4,,,24,0.0,,818.4
522,201403,0,867.0,3,0.0,0.0,4.0,,200.0,105.35,0.0,34,0.0,165.22,1000.0
523,201401,0,1212.0,5,0.0,2.0,5.0,149.0,500.0,,,32,0.0,0.0,2150.0
524,201411,0,388.0,12,0.0,0.0,0.0,,800.0,,,58,0.0,,312.55
525,201402,1,1065.0,6,0.0,0.0,11.0,,400.0,397.9,89.61,38,0.0,95.78,800.0
526,201404,0,333.0,10,0.0,0.0,0.0,,1000.0,,,61,0.0,,2000.0
527,201412,0,2229.0,8,15.0,9.0,9.0,278.0,581.0,428.52,122.07,54,10.0,425.26,
528,201410,0,175.0,12,0.0,0.0,0.0,,960.3,,,30,0.0,,800.0
529,201406,0,824.0,12,0.0,0.0,6.0,,1000.0,287.36,103.86,68,0.0,156.6,1000.0
530,201401,0,943.0,3,0.0,0.0,5.0,,400.0,353.6,0.0,27,0.0,0.0,1550.0
531,201409,1,254.0,12,0.0,0.0,0.0,,1000.0,,,45,0.0,,
532,201401,0,251.0,3,0.0,0.0,0.0,,200.0,,,66,0.0,,400.0
533,201412,1,921.0,12,0.0,0.0,7.0,,600.0,565.67,98.57,37,0.0,273.65,
534,201401,0,385.0,10,0.0,0.0,0.0,,600.0,,,58,0.0,,1200.0
535,201407,0,622.0,12,0.0,0.0,0.0,,600.0,,,60,0.0,216.58,600.0
536,201406,0,392.0,12,0.0,0.0,0.0,,1500.0,,,60,0.0,,1500.0
537,201407,0,2084.0,8,10.0,1.0,0.0,,500.0,,,53,4.0,0.0,500.0
538,201407,1,908.0,12,0.0,0.0,5.0,,1500.0,145.91,0.0,43,0.0,,1500.0
539,201406,0,2431.0,12,10.0,0.0,0.0,,1800.0,,,52,2.0,,4989.62
540,201406,1,454.0,9,0.0,0.0,0.0,,718.29,,,27,0.0,,718.29
541,201404,0,380.0,12,0.0,0.0,0.0,,2000.0,,,67,0.0,,2977.07
542,201407,0,184.0,12,0.0,0.0,0.0,,2000.0,,,53,0.0,,3100.0
543,201402,0,3895.0,12,47.0,8.0,7.0,669.0,400.0,105.98,0.0,50,16.0,170.83,2100.0
544,201409,0,273.0,12,0.0,0.0,0.0,,1000.0,,,44,0.0,,
545,201407,1,279.0,12,0.0,0.0,0.0,,1200.0,,,56,0.0,,1200.0
546,201410,1,4293.0,12,8.0,2.0,5.0,79.0,1060.27,161.94,0.0,67,14.0,169.71,4701.74
547,201407,1,3177.0,12,8.0,9.0,12.0,302.0,2000.0,482.44,89.55,32,5.0,225.9,3000.0
548,201404,0,3568.0,12,5.0,0.0,10.0,,1100.0,463.8,0.0,44,2.0,239.25,2100.0
549,201409,0,2041.0,12,8.0,0.0,0.0,,1300.0,207.44,73.49,30,3.0,83.9,1000.0
550,201401,1,1554.0,12,3.0,2.0,5.0,,1000.0,197.89,0.0,38,1.0,,2650.0
551,201411,1,152.0,12,0.0,0.0,0.0,,1800.0,,,48,0.0,,
552,201403,0,85.0,12,0.0,0.0,0.0,,1470.74,,,67,0.0,,2392.16
553,201404,1,337.0,12,0.0,0.0,0.0,,695.97,,,31,0.0,,695.97
554,201401,0,1247.0,12,0.0,5.0,6.0,73.0,2000.0,253.19,81.24,39,0.0,43.16,4000.0
555,201408,0,473.0,5,0.0,0.0,0.0,,500.0,,,32,0.0,,500.0
556,201407,0,478.0,12,0.0,0.0,0.0,,1136.76,,,23,0.0,,1136.76
557,201404,0,1222.0,12,0.0,1.0,6.0,241.0,760.85,185.94,0.0,32,0.0,,760.85
558,201408,0,616.0,12,0.0,0.0,0.0,,970.15,,,37,0.0,38.51,2305.59
559,201408,0,4404.0,12,73.0,9.0,7.0,362.0,1000.0,,,43,20.0,,219.92
560,201409,0,2303.0,12,27.0,11.0,12.0,850.0,1000.0,807.83,99.02,66,1.0,510.28,2318.0
561,201405,0,735.0,4,0.0,0.0,0.0,,450.0,251.93,0.0,23,0.0,307.53,450.0
562,201407,0,2735.0,12,24.0,0.0,0.0,,3000.0,,,34,5.0,,9471.36
